YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2012," 2,105.64 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2035,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 2,377,962.54 "
2011," 5,123.38 ",MALICIOUS DAMAGE,Malicious Damage,2,VIC,3013,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 229,649.69 "
2012, 259.94 ,MALICIOUS DAMAGE,Malicious Damage,1,NSW,2040,95,Personal and Other Services,9539,Other Personal Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 491,934.82 "
2014," 1,408,439.03 ",FIRE (NOT ARSON),Fire,2,VIC,3232,44,Accommodation,4400,Accommodation,PROPOWNER,REMOTEFRST,ALLOYSTEEL,WOOD,WOOD,N,N,Y,N,N,N,Y,N," 3,520,411.15 "
2014," 73,753.57 ",ARSON/INTENTIONAL FIRE/EXPLSN,Fire,1,NSW,2131,44,Accommodation,4400,Accommodation,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,634,868.60 "
2014, 292.41 ,MALICIOUS DAMAGE,Malicious Damage,0,VIC,3125,37,Other Goods Wholesaling,3712,Clothing and Footwear Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,Y,N,N,Y,N," 694,951.58 "
2012," 3,417.25 ",NEC WATER DAMAGE,Water,1,SA,5043,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 777,726.62 "
2012, 222.30 ,MALICIOUS DAMAGE,Malicious Damage,0,QLD,4413,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,Y,N," 596,680.91 "
2015," 3,263.94 ",Impact/damage by object/vehicle/person,Impact by Third Party,2,WA,6153,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,Y,Y,N,N,N," 8,507,238.50 "
2014," 28,882.04 ",EXPLOSION (NOT ARSON)/VIBRAT'N,Fire,3,NSW,2039,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 316,134.05 "
2012," 14,581.65 ",FIRE (NOT ARSON),Fire,1,NSW,2016,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,Y,Y,N,N,N,Y,N," 752,034.04 "
2012," 12,284.70 ",OVERFLOW/DEFECT IN WATER APPAR,Water,1,NSW,2478,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 944,746.48 "
2013," 1,663.45 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2478,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 870,694.06 "
2012," 2,787.45 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2478,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 878,880.34 "
2013," 18,589.88 ",NEC WATER DAMAGE,Water,0,NSW,2065,70,Computer System Design and Related Services,7000,Computer System Design and Related Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 244,186.02 "
2012," 10,946.91 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3175,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 813,695.05 "
2010," 1,465.60 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2021,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,Y,N," 2,089,987.19 "
2011," 8,964.41 ",MALICIOUS DAMAGE,Malicious Damage,2,VIC,3021,94,Repair and Maintenance,9499,Other Repair and Maintenance n.e.c.,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 253,748.14 "
2015," 3,155.96 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,1,NSW,2333,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 846,116.85 "
2013," 9,150.85 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,3,WA,6017,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 285,756.86 "
2014," 2,729.80 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,0,NSW,2122,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,Y,Y,N," 2,442,557.24 "
2015," 1,506.71 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,QLD,4178,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 564,782.02 "
2012," 7,684.57 ",Bursting / Leaking - Water,Water,0,QLD,4877,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 12,807,784.26 "
2012," 505,781.95 ",ARSON/INTENTIONAL FIRE/EXPLSN,Fire,0,NSW,2754,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,Y,N,N,N,N," 709,514.82 "
2013," 81,315.59 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,NSW,2754,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 866,618.11 "
2012," 4,827.49 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3175,33,Basic Material Wholesaling,3323,Industrial and Agricultural Chemical Product Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,466,859.01 "
2013," 2,756.14 ",MALICIOUS DAMAGE,Malicious Damage,1,QLD,4207,32,Construction Services,3223,Roofing Services,PROPOWNER,CONVERSION,ALLOYSTEEL,IRONSTEFR,CONCRETE,N,N,Y,Y,N,N,N,N," 531,747.67 "
2010," 10,370.46 ",NEC WATER DAMAGE,Water,1,VIC,3020,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,MAINRD,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 150,160.51 "
2012," 45,678.24 ",NEC WATER DAMAGE,Water,1,NSW,2156,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 2,602,701.77 "
2011," 4,130.12 ",NEC WATER DAMAGE,Water,0,NSW,2148,37,Other Goods Wholesaling,3736,Paper Product Wholesaling,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,Y,N,N,N,N," 194,725.04 "
2011," 1,729.91 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,NSW,2107,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,OFFICEFRST,ASBESTOS,BRICK,UNKNOWN,N,N,N,N,N,N,N,N," 426,195.42 "
2010, 333.81 ,MALICIOUS DAMAGE,Malicious Damage,0,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,N,N," 754,493.48 "
2011, 591.54 ,MALICIOUS DAMAGE,Malicious Damage,1,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,N,N," 814,043.40 "
2012," 1,456.97 ",NEC WATER DAMAGE,Water,2,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 750,244.31 "
2013, 727.53 ,MALICIOUS DAMAGE,Malicious Damage,4,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 806,606.19 "
2014," 2,912.43 ",BURGLARY (FORCED ENTRY),Malicious Damage,4,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 741,019.14 "
2015," 7,399.36 ",BURGLARY (FORCED ENTRY),Malicious Damage,5,NSW,2306,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 742,615.95 "
2013," 4,295.02 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3803,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 3,882,234.96 "
2015," 2,371.48 ",Natural Occurrence - Impact,Impact by Third Party,3,QLD,4352,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,IRONSTEFR,CONCRETE,N,N,Y,N,N,N,N,N," 436,993.25 "
2010," 4,446.21 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,NSW,2770,85,Medical and Other Health Care Services,8533,Physiotherapy Services,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 232,896.65 "
2012," 1,137.62 ",BURGLARY (FORCED ENTRY),Malicious Damage,0,VIC,3171,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSLA,CONCRETE,N,N,Y,N,N,N,N,N," 271,568.89 "
2011, 771.07 ,MALICIOUS DAMAGE,Malicious Damage,2,VIC,3980,41,Food Retailing,4129,Other Specialised Food Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 110,435.13 "
2012, 873.17 ,NEC WATER DAMAGE,Water,0,QLD,4214,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 1,601,530.45 "
2014," 2,337.46 ",MALICIOUS DAMAGE,Malicious Damage,3,VIC,3941,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SCENTREEXT,CONCRETSLA,CONCRETSLA,CONCRETE,N,Y,Y,N,N,N,N,N," 1,598,261.39 "
2012," 2,261.38 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2762,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 516,276.84 "
2010," 29,286.64 ",FIRE (NOT ARSON),Fire,0,VIC,3000,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 150,003.27 "
2015," 7,238.72 ",Theft,Malicious Damage,0,VIC,3122,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,WOOD,N,N,N,N,N,N,N,N," 682,897.65 "
2013," 6,186.34 ",BURGLARY (FORCED ENTRY),Malicious Damage,1,VIC,3058,38,Commission-Based Wholesaling,3800,Commission-Based Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,Y,N,N,Y," 459,106.24 "
2013," 6,550.94 ",MALICIOUS DAMAGE,Malicious Damage,2,VIC,3058,38,Commission-Based Wholesaling,3800,Commission-Based Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,Y,N,N,Y," 500,180.65 "
2012," 2,033.89 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,NSW,2160,14,Wood Product Manufacturing,1499,Other Wood Product Manufacturing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 726,385.08 "
2013," 2,408.58 ",MALICIOUS DAMAGE,Malicious Damage,4,VIC,3672,70,Computer System Design and Related Services,7000,Computer System Design and Related Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,WOOD,N,N,Y,N,N,N,Y,N," 198,125.46 "
2013," 5,132.18 ",FIRE (NOT ARSON),Fire,1,NSW,2450,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,SCENTREEXT,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 6,504,896.60 "
2015, 301.79 ,Bursting / Leaking - Water,Water,3,NSW,2450,42,Other Store-Based Retailing,4272,Stationery Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 401,200.94 "
2014," 20,580.09 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,3,WA,6011,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6970,Veterinary Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,Y,N,N,Y,N," 1,419,635.75 "
2013, 968.55 ,COLLAPSE OF BUILDING/STRUCTURE,Other Property Damage,1,VIC,3350,44,Accommodation,4400,Accommodation,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,Y,N,N,Y,N," 228,943.69 "
2013," 1,999.78 ",THEFT,Malicious Damage,3,NSW,2148,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 82,042.31 "
2011," 1,260.95 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,QLD,4051,94,Repair and Maintenance,9411,Automotive Electrical Services,PROPOWNER,INDUST,ALLOYSTEEL,WOOD,CONCRETE,Y,N,Y,N,N,N,N,N," 581,297.16 "
2012, 200.22 ,BURGLARY (FORCED ENTRY),Malicious Damage,0,WA,6164,94,Repair and Maintenance,9411,Automotive Electrical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSLA,CONCRETE,N,N,Y,N,N,N,N,N," 1,092,016.39 "
2015," 10,184.90 ",Bursting / Leaking - Water,Water,1,QLD,4225,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,CONVERSION,ASBESTOS,BRICK,CONCRETE,N,N,Y,Y,N,N,Y,N," 599,243.23 "
2015," 3,174.75 ",Accidental Loss or Damage,Accident Loss or Damage,5,NSW,2830,62,Finance,6221,Banking,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,WOOD,N,N,Y,N,N,N,N,N," 3,197,945.37 "
2014," 16,044.37 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,4,VIC,3166,42,Other Store-Based Retailing,4244,Newspaper and Book Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,Y,N,N," 1,743,597.25 "
2010," 2,295.45 ",NEC WATER DAMAGE,Water,1,NSW,2011,91,Sports and Recreation Activities,9111,Health and Fitness Centres and Gymnasia Operation,PROPOWNER,OFFICEFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 633,968.96 "
2013," 1,629.29 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,2,VIC,3073,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 289,997.80 "
2014," 1,055.89 ",NEC WATER DAMAGE,Water,1,QLD,4558,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6923,Engineering Design and Engineering Consulting Services,PROPOWNER,CONVERSION,CONCRETE,BRICK,CONCRETE,Y,N,Y,Y,N,N,N,Y," 4,581,180.97 "
2012," 10,594.99 ",BURGLARY (FORCED ENTRY),Malicious Damage,2,NSW,2148,11,Food Product Manufacturing,1182,Confectionery Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 627,915.39 "
2012," 2,230.30 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,2,NSW,2148,11,Food Product Manufacturing,1182,Confectionery Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 529,797.99 "
2013," 4,915.97 ",MALICIOUS DAMAGE,Malicious Damage,2,NSW,2148,72,Administrative Services,7211,Employment Placement and Recruitment Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 816,262.11 "
2013," 13,492.93 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,2,NSW,2232,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 823,289.34 "
2015," 1,380.11 ",Impact/damage by object/vehicle/person,Impact by Third Party,4,NSW,2232,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 960,380.62 "
2015," 3,368.92 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,NSW,2229,41,Food Retailing,4121,"Fresh Meat, Fish and Poultry Retailing",PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 493,014.02 "
2014," 8,751.02 ",FIRE (NOT ARSON),Water,0,NSW,2000,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SCENTREEXT,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 20,897.95 "
2014," 4,408.57 ",NEC WATER DAMAGE,Water,3,SA,5000,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,N,N,N," 612,092.15 "
2011," 2,410.03 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,VIC,3043,58,Telecommunications Services,5802,Other Telecommunications Network Operation,PROPOWNER,INDUST,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,Y,N,N,Y,N," 776,204.62 "
2010, 169.83 ,NEC WATER DAMAGE,Water,0,WA,6090,16,Printing (including the Reproduction of Recorded Media),1611,Printing,PROPOWNER,INDUST,ALLOYSTEEL,CONCRETSLA,CONCRETE,N,Y,Y,Y,N,N,N,N," 1,440,975.82 "
2011, 750.96 ,NEC WATER DAMAGE,Water,0,VIC,3000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 9,644,414.70 "
2012," 63,939.60 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 9,599,780.51 "
2015," 6,346.83 ",Water Damage,Water,4,VIC,3000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 12,032,547.46 "
2015," 8,129.96 ",Accidental Loss or Damage,Accident Loss or Damage,4,VIC,3000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 12,893,562.52 "
2013," 1,420.09 ",BURGLARY (FORCED ENTRY),Malicious Damage,1,QLD,4215,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 621,836.39 "
2015, 429.06 ,OVERFLOW/DEFECT IN WATER APPAR,Water,5,NSW,2151,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 296,347.04 "
2013, 576.76 ,MALICIOUS DAMAGE,Malicious Damage,1,WA,6062,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 3,249,156.22 "
2015," 48,091.53 ",Impact/damage by object/vehicle/person,Impact by Third Party,5,NSW,2019,37,Other Goods Wholesaling,3736,Paper Product Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,394,520.49 "
2010," 6,833.28 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,1,QLD,4207,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,INDUST,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 9,526,198.88 "
2011, 29.32 ,MALICIOUS DAMAGE,Malicious Damage,2,QLD,4207,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,INDUST,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 8,529,664.89 "
2012," 7,683.15 ",MALICIOUS DAMAGE,Malicious Damage,3,QLD,4207,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 7,917,238.65 "
2012, 255.94 ,MALICIOUS DAMAGE,Malicious Damage,3,QLD,4207,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 8,122,263.90 "
2015," 1,645.44 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,6,QLD,4207,34,Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.,PROPOWNER,CONVERSION,CONCRETSLA,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 10,776,926.58 "
2014," 107,693.82 ",MALICIOUS DAMAGE,Malicious Damage,2,NSW,2064,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 1,181,266.30 "
2013," 2,775.70 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,4,SA,5600,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,524,520.64 "
2012," 5,942.22 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3073,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSLA,CONCRETE,Y,N,Y,Y,N,N,N,N," 1,114,482.30 "
2015, 481.23 ,MALICIOUS DAMAGE,Malicious Damage,2,QLD,4817,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6932,Accounting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 414,065.01 "
2015," 7,421.69 ",BURGLARY (FORCED ENTRY),Malicious Damage,5,TAS,7250,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 1,960,660.04 "
2015, 677.31 ,ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,0,NSW,2628,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 532,702.64 "
2012," 9,255.68 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2650,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 585,877.47 "
2015," 3,289.56 ",NEC WATER DAMAGE,Water,0,QLD,4101,38,Commission-Based Wholesaling,3800,Commission-Based Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,N,N,N," 909,150.52 "
2012," 20,417.11 ",FIRE (NOT ARSON),Fire,2,WA,6106,52,Transport Support Services,5292,Freight Forwarding Services,PROPOWNER,INDUST,ALLOYSTEEL,IRONSTEFR,WOOD,Y,N,N,N,N,N,N,N," 1,290,848.29 "
2014," 17,097.86 ",FIRE (NOT ARSON),Fire,3,SA,5063,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 958,640.05 "
2011," 1,669.49 ",MALICIOUS DAMAGE,Malicious Damage,2,NSW,2141,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6923,Engineering Design and Engineering Consulting Services,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 485,317.21 "
2013," 2,128.30 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3020,37,Other Goods Wholesaling,3734,Toy and Sporting Goods Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,292,894.46 "
